cluster_name,classification_label,num_distinct_enzyme_classes,num_distinct_enzyme_subfamilies,total_ec_numbers,enzyme_classes,enzyme_subfamilies,all_ec_numbers,e2p2_file
MGC_CANDIDATE_61,1,1,1,3,1,1.1,1.1.1.285;1.1.1.285;1.1.1.285,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_61/MGC_CANDIDATE_61.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_73,1,0,0,0,,,,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_73/MGC_CANDIDATE_73.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_42,1,1,1,3,3,3.1,3.1.1.11;3.1.1.11;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_42/MGC_CANDIDATE_42.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_45,1,1,1,5,1,1.13,1.13.11.12;1.13.11.12;1.13.11.12;1.13.11.12;1.13.11.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_45/MGC_CANDIDATE_45.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_56,1,1,1,6,2,2.1,2.1.1.267;2.1.1.267;2.1.1.267;2.1.1.267;2.1.1.267;2.1.1.267,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_56/MGC_CANDIDATE_56.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_1,1,1,1,3,4,4.3,4.3.3.2;4.3.3.2;4.3.3.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_1/MGC_CANDIDATE_1.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_27,1,1,1,3,4,4.1,4.1.1.39;4.1.1.39;4.1.1.39,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_27/MGC_CANDIDATE_27.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_21,1,1,1,3,3,3.1,3.1.1.31;3.1.1.31;3.1.1.31,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_21/MGC_CANDIDATE_21.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_51,1,1,1,14,1,1.1,1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.431;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.431;1.1.1.21;1.1.1.54;1.1.1.210,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_51/MGC_CANDIDATE_51.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_75,1,1,1,7,2,2.1,2.1.1.338;2.1.1.267;2.1.1.267;2.1.1.267;2.1.1.267;2.1.1.338;2.1.1.68,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_75/MGC_CANDIDATE_75.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_50,1,1,1,5,4,4.3,4.3.1.24;4.3.1.24;4.3.1.24;4.3.1.24;4.3.1.24,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_50/MGC_CANDIDATE_50.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_6,1,1,1,4,1,1.14,1.14.14.17;1.14.14.17;1.14.14.17;1.14.14.17,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_6/MGC_CANDIDATE_6.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_35,1,1,1,19,1,1.1,1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.21;1.1.1.54;1.1.1.210,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_35/MGC_CANDIDATE_35.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_54,1,1,1,4,2,2.1,2.1.1.267;2.1.1.267;2.1.1.267;2.1.1.267,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_54/MGC_CANDIDATE_54.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_41,1,1,1,4,6,6.2,6.2.1.12;6.2.1.12;6.2.1.34;6.2.1.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_41/MGC_CANDIDATE_41.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_68,1,1,1,6,1,1.1,1.1.1.183;1.1.1.195;1.1.1.183;1.1.1.183;1.1.1.195;1.1.1.195,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_68/MGC_CANDIDATE_68.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_76,1,1,1,4,5,5.3,5.3.99.6;5.3.99.6;5.3.99.6;5.3.99.6,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_76/MGC_CANDIDATE_76.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_78,1,1,1,11,2,2.1,2.1.1.146;2.1.1.267;2.1.1.279;2.1.1.146;2.1.1.267;2.1.1.279;2.1.1.146;2.1.1.267;2.1.1.279;2.1.1.267;2.1.1.267,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_78/MGC_CANDIDATE_78.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_79,1,1,1,4,5,5.4,5.4.99.34;5.4.99.39;5.4.99.39;5.4.99.39,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_79/MGC_CANDIDATE_79.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_81,1,1,1,3,2,2.3,2.3.1.74;2.3.1.74;2.3.1.74,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_81/MGC_CANDIDATE_81.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_80,1,1,1,3,4,4.3,4.3.1.24;4.3.1.24;4.3.1.24,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_80/MGC_CANDIDATE_80.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_77,1,1,1,3,1,1.1,1.1.3.8;1.1.3.8;1.1.3.8,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_77/MGC_CANDIDATE_77.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_90,1,1,1,4,1,1.14,1.14.14.91;1.14.14.91;1.14.14.91;1.14.14.91,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_90/MGC_CANDIDATE_90.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_92,1,1,1,3,3,3.2,3.2.1.15;3.2.1.15;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_92/MGC_CANDIDATE_92.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_84,1,1,1,12,1,1.14,1.14.14.88;1.14.14.89;1.14.14.90;1.14.14.89;1.14.14.90;1.14.19.74;1.14.14.88;1.14.14.89;1.14.14.90;1.14.14.88;1.14.14.89;1.14.14.90,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_84/MGC_CANDIDATE_84.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_87,1,1,1,3,1,1.14,1.14.14.126;1.14.14.126;1.14.14.126,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_87/MGC_CANDIDATE_87.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_89,1,1,1,5,3,3.1,3.1.1.11;3.1.1.11;3.1.1.11;3.1.1.11;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_89/MGC_CANDIDATE_89.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_98,1,1,1,3,3,3.2,3.2.1.15;3.2.1.15;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_98/MGC_CANDIDATE_98.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_82,1,1,1,4,2,2.3,2.3.1.133;2.3.1.302;2.3.1.133;2.3.1.133,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_82/MGC_CANDIDATE_82.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_95,1,1,1,7,1,1.13,1.13.11.12;1.13.11.58;1.13.11.12;1.13.11.12;1.13.11.12;1.13.11.12;1.13.11.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_95/MGC_CANDIDATE_95.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_96,1,2,2,5,1;2,1.2;2.3,1.2.1.44;2.3.1.133;2.3.1.133;2.3.1.140;2.3.1.133,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_96/MGC_CANDIDATE_96.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_97,1,1,2,3,3,3.1;3.2,3.2.1.15;3.1.1.11;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_97/MGC_CANDIDATE_97.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_91,1,1,1,9,1,1.14,1.14.11.61;1.14.11.62;1.14.14.96;1.14.11.61;1.14.11.62;1.14.14.96;1.14.11.61;1.14.11.62;1.14.14.96,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_91/MGC_CANDIDATE_91.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_94,1,1,2,4,3,3.1;3.2,3.2.1.15;3.2.1.67;3.1.1.11;3.1.1.11,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_94/MGC_CANDIDATE_94.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_88,1,1,1,6,3,3.2,3.2.1.15;3.2.1.15;3.2.1.15;3.2.1.15;3.2.1.15;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_88/MGC_CANDIDATE_88.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_93,1,1,1,7,1,1.3,1.3.1.42;1.3.1.42;1.3.1.42;1.3.1.92;1.3.1.42;1.3.1.42;1.3.1.42,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_93/MGC_CANDIDATE_93.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_99,1,1,1,5,2,2.3,2.3.1.188;2.3.1.188;2.3.1.188;2.3.1.133;2.3.1.99,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_99/MGC_CANDIDATE_99.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_101,1,2,2,3,1;2,1.2;2.7,1.2.1.12;2.7.2.3;2.7.2.3,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_101/MGC_CANDIDATE_101.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_108,1,1,1,3,5,5.3,5.3.99.6;5.3.99.6;5.3.99.6,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_108/MGC_CANDIDATE_108.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_102,1,1,1,4,6,6.2,6.2.1.12;6.2.1.12;6.2.1.12;6.2.1.12,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_102/MGC_CANDIDATE_102.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_86,1,1,1,10,1,1.1,1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.21;1.1.1.54;1.1.1.210,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_86/MGC_CANDIDATE_86.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_100,1,1,1,4,2,2.3,2.3.1.188;2.3.1.188;2.3.1.133;2.3.1.99,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_100/MGC_CANDIDATE_100.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_105,1,1,1,3,3,3.2,3.2.1.15;3.2.1.15;3.2.1.67,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_105/MGC_CANDIDATE_105.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_85,1,1,1,13,1,1.1,1.1.1.2;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.54;1.1.1.210;1.1.1.21;1.1.1.54;1.1.1.210;1.1.1.431;1.1.1.21;1.1.1.54;1.1.1.210,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_85/MGC_CANDIDATE_85.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_107,1,1,1,6,3,3.2,3.2.1.15;3.2.1.15;3.2.1.67;3.2.1.15;3.2.1.15;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_107/MGC_CANDIDATE_107.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_106,1,1,1,9,4,4.1,4.1.1.25;4.1.1.107;4.1.1.109;4.1.1.25;4.1.1.107;4.1.1.109;4.1.1.25;4.1.1.107;4.1.1.109,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_106/MGC_CANDIDATE_106.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_104,1,1,1,3,4,4.3,4.3.3.2;4.3.3.2;4.3.3.2,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_104/MGC_CANDIDATE_104.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_123,1,1,1,3,3,3.2,3.2.1.15;3.2.1.15;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_123/MGC_CANDIDATE_123.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_125,1,1,1,5,6,6.2,6.2.1.20;6.2.1.15;6.2.1.20;6.2.1.3;6.2.1.20,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_125/MGC_CANDIDATE_125.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_119,1,1,1,4,2,2.3,2.3.1.119;2.3.1.199;2.3.1.199;2.3.1.199,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_119/MGC_CANDIDATE_119.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_147,1,2,2,4,1;4,1.1;4.2,1.1.1.25;4.2.1.10;1.1.1.25;1.1.1.25,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_147/MGC_CANDIDATE_147.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_117,1,1,1,3,4,4.1,4.1.1.39;4.1.1.39;4.1.1.39,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_117/MGC_CANDIDATE_117.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_124,1,3,3,9,1;2;4,1.3;2.3;4.2,2.3.1.119;2.3.1.199;2.3.1.119;1.3.1.93;2.3.1.199;4.2.1.134;2.3.1.119;2.3.1.199;4.2.1.134,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_124/MGC_CANDIDATE_124.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_121,1,1,1,3,2,2.5,2.5.1.21;2.5.1.21;2.5.1.21,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_121/MGC_CANDIDATE_121.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_103,1,1,1,5,1,1.1,1.1.1.218;1.1.1.247;1.1.1.285;1.1.1.285;1.1.1.285,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_103/MGC_CANDIDATE_103.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_126,1,1,1,6,3,3.2,3.2.1.15;3.2.1.67;3.2.1.15;3.2.1.15;3.2.1.67;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_126/MGC_CANDIDATE_126.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_129,1,1,1,5,2,2.3,2.3.1.74;2.3.1.74;2.3.1.74;2.3.1.74;2.3.1.74,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_129/MGC_CANDIDATE_129.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_128,1,1,1,4,2,2.3,2.3.1.74;2.3.1.74;2.3.1.74;2.3.1.74,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_128/MGC_CANDIDATE_128.MaxWeightAbsoluteThreshold.default.pf
MGC_CANDIDATE_115,1,1,1,3,3,3.2,3.2.1.15;3.2.1.15;3.2.1.15,/groups/itay_mayrose/alongonda/Plant_MGC/fixed_kegg_verified_scanner_min_genes_3_overlap_merge/kegg_scanner_min_genes_based_metabolic/min_genes_3/mgc_candidates_fasta_files_without_e2p2_filtered_test/e2p2_results/MGC_CANDIDATE_115/MGC_CANDIDATE_115.MaxWeightAbsoluteThreshold.default.pf
